ID,macid,Date_time,Acceleration_x,Acceleration_y,Acceleration_z,Acceleration_s,Frequency,Amplitude,sound,Temp_t1,Temp_t2,Temp_t3,emf,bv,an,device_id,node_firm,gateway_firm,radio_power,res,sen_type
1002,,10/18/2017 22:33:54,1.49,0.89,0.03,1.73,8.91,15.29,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:33:54,1.56,0.81,0.04,1.75,8.86,15.64,0,23.9,23.6,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:33:54,1.52,0.84,0.04,1.73,8.92,15.26,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:33:56,1.49,0.95,0.04,1.76,8.86,15.73,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:34:02,1.54,0.91,0.03,1.78,8.87,15.87,0,24.3,23.6,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:34:04,1.51,0.9,0.03,1.75,8.89,15.54,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:04,1.56,0.81,0.04,1.75,8.87,15.61,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:34:05,1.53,0.84,0.03,1.74,8.91,15.37,0,25.1,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:34:06,1.49,0.94,0.04,1.76,8.9,15.58,0,24.9,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:34:12,1.54,0.91,0.03,1.78,8.86,15.91,0,24.4,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:34:14,1.52,0.9,0.03,1.76,8.87,15.7,0,25,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:14,1.55,0.81,0.04,1.74,8.87,15.51,0,23.9,23.7,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:34:15,1.54,0.84,0.03,1.75,8.9,15.5,0,25.1,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:34:16,1.49,0.94,0.04,1.76,8.91,15.56,0,24.8,23.9,24,ffab,167,57,,,,,ffff,
1013,,10/18/2017 22:34:22,1.53,0.91,0.04,1.78,8.87,15.87,0,24.3,23.6,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:34:24,1.52,0.91,0.03,1.77,8.87,15.78,0,25,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:24,1.54,0.8,0.04,1.73,8.87,15.43,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:34:25,1.54,0.85,0.02,1.75,8.85,15.68,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:34:26,1.49,0.95,0.05,1.76,8.88,15.66,0,24.8,24,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:34:32,1.52,0.9,0.06,1.76,8.87,15.7,0,24.3,23.5,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:34:34,1.51,0.9,0.03,1.75,8.84,15.71,0,25,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:34,1.53,0.8,0.04,1.72,8.94,15.1,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:34:35,1.55,0.85,0.03,1.76,8.82,15.87,0,25.1,23.9,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:34:36,1.51,0.96,0.05,1.78,8.85,15.95,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:34:42,1.52,0.9,0.05,1.76,8.91,15.56,0,24.4,23.6,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:34:44,1.49,0.89,0.03,1.73,8.95,15.15,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:44,1.54,0.81,0.04,1.74,8.87,15.51,0,23.9,23.8,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:34:45,1.53,0.84,0.02,1.74,8.81,15.73,0,25.1,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:34:46,1.51,0.95,0.05,1.78,8.82,16.05,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:34:52,1.54,0.91,0.05,1.78,8.82,16.05,0,24.3,23.4,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:34:54,1.49,0.89,0.03,1.73,8.88,15.39,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:34:54,1.55,0.81,0.04,1.74,8.81,15.73,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:34:55,1.52,0.83,0.03,1.73,8.96,15.12,0,25.1,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:34:56,1.48,0.94,0.05,1.75,8.97,15.26,0,24.9,23.8,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:35:02,1.53,0.9,0.04,1.77,8.97,15.43,0,24.3,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:35:04,1.52,0.9,0.03,1.76,8.81,15.91,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:04,1.53,0.8,0.05,1.72,8.98,14.96,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:35:05,1.54,0.84,0.02,1.75,8.88,15.57,0,25.1,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:35:06,1.49,0.95,0.05,1.76,8.88,15.66,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1002,,10/18/2017 22:35:14,1.49,0.89,0.03,1.73,9.01,14.95,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:14,1.53,0.8,0.04,1.72,8.91,15.2,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:35:15,1.54,0.85,0.03,1.75,8.83,15.75,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:35:16,1.51,0.96,0.04,1.78,8.82,16.05,0,24.9,23.8,24,ffab,165,57,,,,,ffff,
1013,,10/18/2017 22:35:22,1.53,0.9,0.04,1.77,8.86,15.83,0,24.2,23.4,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:35:24,1.49,0.89,0.03,1.73,8.91,15.29,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:24,1.56,0.81,0.04,1.75,8.84,15.71,0,24,23.8,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:35:25,1.51,0.83,0.03,1.72,8.96,15.03,0,25,23.9,25,ffab,164,61,,,,,ffff,
1013,,10/18/2017 22:35:32,1.53,0.91,0.03,1.78,8.84,15.98,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:35:34,1.52,0.9,0.03,1.76,8.86,15.73,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:34,1.54,0.81,0.04,1.74,8.85,15.58,0,24,23.7,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:35:35,1.53,0.84,0.02,1.74,8.87,15.51,0,25.1,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:35:36,1.49,0.94,0.05,1.76,8.92,15.51,0,24.9,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:35:42,1.52,0.9,0.03,1.76,8.88,15.66,0,24.3,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:35:44,1.52,0.9,0.03,1.76,8.86,15.73,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:44,1.53,0.8,0.04,1.72,8.89,15.27,0,24,23.6,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:35:45,1.55,0.85,0.03,1.76,8.84,15.8,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:35:46,1.5,0.95,0.04,1.77,8.87,15.78,0,24.9,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:35:52,1.51,0.9,0.03,1.75,8.94,15.36,0,24.4,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:35:54,1.51,0.9,0.03,1.75,8.86,15.64,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:35:54,1.53,0.8,0.04,1.72,8.91,15.2,0,24,23.8,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:35:55,1.55,0.85,0.03,1.76,8.83,15.84,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:35:56,1.51,0.96,0.04,1.78,8.84,15.98,0,24.9,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:36:02,1.52,0.9,0.03,1.76,8.91,15.56,0,24.4,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:36:04,1.5,0.9,0.03,1.74,8.88,15.49,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:04,1.54,0.81,0.04,1.74,8.9,15.41,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:36:05,1.55,0.85,0.02,1.76,8.84,15.8,0,25,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:36:06,1.52,0.96,0.04,1.79,8.86,15.99,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:36:12,1.53,0.9,0.04,1.77,8.87,15.78,0,24.4,23.4,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:36:14,1.5,0.89,0.03,1.74,8.89,15.44,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:14,1.55,0.81,0.04,1.74,8.87,15.51,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:36:15,1.54,0.85,0.02,1.75,8.84,15.71,0,25.1,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:36:16,1.51,0.96,0.04,1.78,8.86,15.91,0,24.9,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:36:22,1.53,0.91,0.03,1.78,8.85,15.95,0,24.4,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:36:24,1.5,0.89,0.03,1.74,8.92,15.34,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:24,1.55,0.81,0.04,1.74,8.84,15.63,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:36:25,1.53,0.84,0.02,1.74,8.84,15.63,0,25,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:36:26,1.5,0.95,0.04,1.77,8.85,15.85,0,24.8,23.8,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:36:32,1.54,0.91,0.03,1.78,8.83,16.02,0,24.4,23.5,24,ffbd,166,59,,,,,ffff,
1002,,10/18/2017 22:36:34,1.51,0.9,0.03,1.75,8.88,15.57,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:34,1.56,0.82,0.04,1.76,8.82,15.87,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 22:36:42,1.54,0.91,0.03,1.78,8.82,16.05,0,24.4,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:36:44,1.51,0.9,0.03,1.75,8.84,15.71,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:44,1.55,0.81,0.04,1.74,8.83,15.66,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:36:45,1.53,0.84,0.02,1.74,8.9,15.41,0,25,23.7,25,ffab,165,61,,,,,ffff,
1013,,10/18/2017 22:36:52,1.52,0.9,0.03,1.76,8.95,15.41,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:36:54,1.52,0.9,0.03,1.76,8.82,15.87,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:36:54,1.53,0.8,0.04,1.72,8.96,15.03,0,23.9,23.6,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:36:55,1.54,0.84,0.02,1.75,8.87,15.61,0,25,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:36:56,1.5,0.95,0.05,1.77,8.87,15.78,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1002,,10/18/2017 22:37:04,1.5,0.89,0.03,1.74,8.97,15.17,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:04,1.53,0.8,0.04,1.72,8.91,15.2,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:37:05,1.54,0.85,0.02,1.75,8.84,15.71,0,24.9,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:37:06,1.51,0.96,0.05,1.78,8.82,16.05,0,24.8,23.9,24,ffab,165,57,,,,,ffff,
1013,,10/18/2017 22:37:12,1.53,0.91,0.03,1.78,8.87,15.87,0,24.3,23.4,24,ffbd,166,59,,,,,ffff,
1002,,10/18/2017 22:37:14,1.49,0.89,0.03,1.73,8.92,15.26,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:14,1.55,0.81,0.04,1.74,8.84,15.63,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:37:15,1.52,0.84,0.02,1.73,8.95,15.15,0,24.9,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:37:16,1.49,0.94,0.05,1.76,8.96,15.39,0,24.8,23.8,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:37:22,1.54,0.9,0.03,1.78,8.83,16.02,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:37:24,1.52,0.9,0.03,1.76,8.86,15.73,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:24,1.54,0.81,0.04,1.74,8.85,15.58,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:37:25,1.52,0.84,0.02,1.73,8.91,15.29,0,25,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:37:26,1.48,0.94,0.04,1.75,8.92,15.43,0,24.8,24,24,ffab,167,57,,,,,ffff,
1013,,10/18/2017 22:37:32,1.51,0.89,0.03,1.75,8.96,15.29,0,24.3,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:37:34,1.51,0.9,0.03,1.75,8.83,15.75,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:34,1.52,0.8,0.04,1.71,8.94,15,0,24,23.7,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:37:35,1.55,0.85,0.02,1.76,8.81,15.91,0,25,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:37:36,1.5,0.95,0.05,1.77,8.83,15.92,0,24.8,23.9,24,ffab,166,57,,,,,ffff,
1013,,10/18/2017 22:37:42,1.51,0.9,0.03,1.75,8.87,15.61,0,24.3,23.6,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:37:44,1.49,0.88,0.03,1.73,8.95,15.15,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:44,1.54,0.81,0.05,1.74,8.83,15.66,0,24,23.6,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:37:45,1.52,0.84,0.02,1.73,8.98,15.05,0,25,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:37:46,1.49,0.94,0.05,1.76,8.97,15.34,0,24.8,23.9,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:37:52,1.53,0.9,0.03,1.77,8.8,16.04,0,24.4,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:37:54,1.51,0.9,0.03,1.75,8.83,15.75,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:37:54,1.53,0.8,0.04,1.72,8.99,14.93,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:37:55,1.52,0.84,0.02,1.73,8.92,15.26,0,25,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:37:56,1.48,0.94,0.04,1.75,8.91,15.47,0,24.8,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:02,1.5,0.89,0.03,1.74,8.96,15.2,0,24.3,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:38:04,1.49,0.89,0.03,1.73,9.02,14.92,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:04,1.52,0.8,0.04,1.71,8.92,15.08,0,23.9,23.7,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:38:05,1.53,0.85,0.02,1.75,8.82,15.78,0,25,23.8,25,ffab,164,60,,,,,ffff,
1008,,10/18/2017 22:38:06,1.5,0.95,0.05,1.77,8.8,16.04,0,24.8,23.9,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:12,1.53,0.9,0.03,1.77,8.85,15.85,0,24.3,23.4,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:38:14,1.5,0.89,0.03,1.74,8.89,15.44,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:14,1.54,0.81,0.04,1.74,8.81,15.73,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:38:15,1.51,0.83,0.02,1.72,8.96,15.03,0,25,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:38:16,1.47,0.93,0.04,1.73,8.96,15.12,0,24.9,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:22,1.5,0.89,0.03,1.74,8.99,15.1,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:38:24,1.5,0.89,0.03,1.74,8.82,15.7,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:24,1.52,0.79,0.04,1.71,8.94,15,0,24,23.7,24,ffa3,163,62,,,,,ffff,
1009,,10/18/2017 22:38:25,1.54,0.85,0.02,1.75,8.81,15.83,0,25,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:38:26,1.5,0.95,0.05,1.77,8.83,15.92,0,24.7,23.9,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:32,1.52,0.9,0.03,1.76,8.85,15.77,0,24.2,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:38:34,1.49,0.88,0.03,1.73,8.9,15.33,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:34,1.55,0.81,0.04,1.74,8.8,15.77,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:38:35,1.51,0.83,0.02,1.72,8.98,14.96,0,25,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:38:36,1.47,0.93,0.04,1.73,8.99,15.02,0,24.9,23.9,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:42,1.51,0.89,0.03,1.75,9.01,15.12,0,24.3,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:38:44,1.51,0.9,0.03,1.75,8.79,15.9,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:44,1.51,0.79,0.04,1.7,8.97,14.82,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:38:45,1.54,0.85,0.02,1.75,8.86,15.64,0,25,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:38:46,1.5,0.95,0.05,1.77,8.86,15.83,0,24.9,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:38:52,1.51,0.89,0.03,1.75,8.9,15.5,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:38:54,1.48,0.88,0.04,1.72,8.95,15.06,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:38:54,1.54,0.81,0.04,1.74,8.85,15.58,0,24,23.8,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:38:55,1.51,0.83,0.02,1.72,9,14.89,0,24.9,23.6,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:38:56,1.48,0.94,0.05,1.75,9,15.16,0,24.9,23.9,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:39:02,1.52,0.9,0.03,1.76,8.82,15.87,0,24.3,23.4,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:39:04,1.51,0.9,0.03,1.75,8.83,15.75,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:39:04,1.52,0.79,0.04,1.71,9,14.81,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:39:05,1.53,0.84,0.02,1.74,8.87,15.51,0,25,23.8,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:39:06,1.49,0.94,0.05,1.76,8.87,15.7,0,24.9,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:39:12,1.5,0.89,0.03,1.74,8.94,15.27,0,24.3,23.4,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:39:14,1.48,0.88,0.03,1.72,8.98,14.96,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:39:14,1.54,0.8,0.04,1.73,8.86,15.46,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:39:15,1.52,0.84,0.02,1.73,8.98,15.05,0,25,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:39:16,1.49,0.95,0.05,1.76,9,15.25,0,24.8,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:39:22,1.53,0.91,0.03,1.78,8.8,16.12,0,24.3,23.4,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:39:24,1.51,0.89,0.03,1.75,8.83,15.75,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:39:24,1.53,0.8,0.04,1.72,9.02,14.84,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1008,,10/18/2017 22:39:26,1.48,0.94,0.05,1.75,8.92,15.43,0,24.8,23.8,24,ffab,160,57,,,,,ffff,
1013,,10/18/2017 22:39:32,1.5,0.89,0.03,1.74,8.95,15.25,0,24.3,23.4,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:39:34,1.48,0.88,0.03,1.72,9,14.89,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:39:34,1.53,0.8,0.04,1.72,8.9,15.23,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:39:35,1.53,0.84,0.02,1.74,8.81,15.73,0,24.9,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:39:36,1.49,0.95,0.05,1.76,8.8,15.95,0,24.8,23.8,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:39:43,1.53,0.91,0.03,1.78,8.84,15.98,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:39:44,1.5,0.89,0.03,1.74,8.87,15.51,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:39:44,1.54,0.8,0.04,1.73,8.82,15.6,0,24,23.6,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:39:45,1.51,0.83,0.02,1.72,8.94,15.1,0,25,23.7,25,ffab,164,61,,,,,ffff,
1013,,10/18/2017 22:39:52,1.5,0.89,0.03,1.74,9,15.08,0,24.3,23.4,24,ffbd,166,59,,,,,ffff,
1002,,10/18/2017 22:39:54,1.5,0.89,0.03,1.74,8.82,15.7,0,25.1,0,0,ffad,160,59,,,,,ffff,
1009,,10/18/2017 22:39:55,1.54,0.84,0.02,1.75,8.8,15.85,0,25,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:39:56,1.5,0.96,0.05,1.78,8.82,16.05,0,24.8,23.8,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:40:02,1.52,0.9,0.03,1.76,8.85,15.77,0,24.3,23.4,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:40:04,1.49,0.88,0.03,1.73,8.9,15.33,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:40:04,1.55,0.81,0.04,1.74,8.8,15.77,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:40:05,1.51,0.83,0.02,1.72,8.98,14.96,0,24.9,23.7,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:40:06,1.47,0.94,0.05,1.74,8.98,15.13,0,24.8,23.8,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:40:13,1.51,0.9,0.03,1.75,9.02,15.09,0,24.3,23.5,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 22:40:14,1.5,0.89,0.03,1.74,8.79,15.8,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:40:14,1.51,0.79,0.04,1.7,8.96,14.86,0,24,23.8,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:40:15,1.53,0.84,0.02,1.74,8.86,15.56,0,24.9,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:40:16,1.5,0.95,0.04,1.77,8.85,15.85,0,24.8,23.8,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:40:22,1.51,0.9,0.03,1.75,8.9,15.5,0,24.2,23.4,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 22:40:24,1.48,0.88,0.03,1.72,8.95,15.06,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:40:24,1.54,0.81,0.04,1.74,8.84,15.63,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:40:25,1.51,0.83,0.03,1.72,9,14.89,0,25,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:40:26,1.48,0.94,0.05,1.75,8.99,15.19,0,24.9,23.9,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:40:33,1.52,0.9,0.03,1.76,8.82,15.87,0,24.3,23.5,24,ffbd,166,59,,,,,ffff,
1002,,10/18/2017 22:40:34,1.51,0.89,0.03,1.75,8.83,15.75,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:40:34,1.52,0.8,0.04,1.71,8.99,14.85,0,23.9,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:40:35,1.53,0.84,0.02,1.74,8.86,15.56,0,25,23.7,25,ffab,164,61,,,,,ffff,
1008,,10/18/2017 22:40:36,1.49,0.95,0.05,1.76,8.87,15.7,0,24.8,23.9,24,ffab,161,57,,,,,ffff,
1013,,10/18/2017 22:40:43,1.5,0.89,0.03,1.74,8.94,15.27,0,24.3,23.5,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 22:40:44,1.49,0.88,0.03,1.73,8.97,15.09,0,25.1,0,0,ffad,160,59,,,,,ffff,
1024,,10/18/2017 22:40:44,1.53,0.8,0.04,1.72,8.87,15.34,0,24,23.7,24,ffa3,164,62,,,,,ffff,
1009,,10/18/2017 22:40:45,1.54,0.85,0.02,1.75,8.79,15.9,0,25,23.8,25,ffab,165,61,,,,,ffff,
1008,,10/18/2017 22:40:46,1.5,0.95,0.05,1.77,8.81,15.99,0,24.8,23.7,24,ffab,161,57,,,,,ffff,
