ID,macid,Date_time,Acceleration_x,Acceleration_y,Acceleration_z,Acceleration_s,Frequency,Amplitude,sound,Temp_t1,Temp_t2,Temp_t3,emf,bv,an,device_id,node_firm,gateway_firm,radio_power,res,sen_type
1002,,10/18/2017 0:53:25,1.51,0.89,0.03,1.75,8.78,15.92,0,25,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:53:26,1.55,0.84,0.03,1.76,8.86,15.73,0,24.7,23.1,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:53:27,1.51,0.95,0.05,1.78,8.81,16.09,0,24.6,23.6,24,ffad,161,57,,,,,ffff,
1024,,10/18/2017 0:53:35,1.53,0.8,0.04,1.72,9,14.89,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:53:35,1.51,0.89,0.04,1.75,8.94,15.36,0,23.9,22.9,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 0:53:35,1.49,0.87,0.04,1.72,8.96,15.03,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:53:36,1.51,0.82,0.02,1.71,9,14.81,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:53:37,1.48,0.92,0.05,1.74,8.97,15.17,0,24.6,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:53:45,1.54,0.8,0.04,1.73,8.85,15.5,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:53:45,1.53,0.89,0.05,1.77,8.79,16.08,0,24,22.9,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 0:53:45,1.51,0.9,0.03,1.75,8.81,15.83,0,25,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:53:46,1.54,0.84,0.03,1.75,8.83,15.75,0,24.6,23.1,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:53:47,1.51,0.93,0.05,1.77,8.82,15.97,0,24.5,23.6,24,ffad,162,58,,,,,ffff,
1024,,10/18/2017 0:53:55,1.54,0.8,0.04,1.73,8.98,15.05,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:53:55,1.5,0.88,0.04,1.73,8.96,15.12,0,24,22.9,23,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 0:53:55,1.49,0.89,0.03,1.73,8.95,15.15,0,25,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:53:56,1.52,0.83,0.03,1.73,9.01,14.95,0,24.6,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:53:57,1.48,0.92,0.05,1.74,8.98,15.13,0,24.7,23.4,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:05,1.54,0.8,0.04,1.73,8.91,15.29,0,22.9,22.1,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:54:05,1.54,0.9,0.05,1.78,8.83,16.02,0,23.9,22.9,24,ffbd,163,59,,,,,ffff,
1002,,10/18/2017 0:54:05,1.52,0.91,0.03,1.77,8.8,16.04,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:54:06,1.53,0.83,0.02,1.74,8.9,15.41,0,24.6,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:54:07,1.51,0.94,0.05,1.77,8.85,15.85,0,24.7,23.4,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:15,1.55,0.81,0.04,1.74,8.8,15.77,0,22.9,22.3,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:54:15,1.51,0.89,0.04,1.75,8.98,15.23,0,23.9,22.8,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 0:54:15,1.49,0.88,0.04,1.73,8.97,15.09,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:54:16,1.53,0.83,0.02,1.74,8.83,15.66,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:54:17,1.49,0.93,0.05,1.75,8.99,15.19,0,24.7,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:25,1.53,0.79,0.04,1.72,8.94,15.1,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:54:25,1.53,0.9,0.04,1.77,8.84,15.9,0,24,22.9,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 0:54:25,1.52,0.89,0.03,1.76,8.87,15.7,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:54:26,1.52,0.82,0.03,1.72,8.94,15.1,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:54:27,1.49,0.93,0.05,1.75,8.89,15.54,0,24.6,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:35,1.56,0.81,0.04,1.75,8.82,15.78,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:54:35,1.53,0.9,0.05,1.77,8.8,16.04,0,23.9,22.9,23,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 0:54:35,1.51,0.9,0.04,1.75,8.8,15.85,0,25,0,0,ffb1,164,59,,,,,ffff,
1009,,10/18/2017 0:54:36,1.55,0.85,0.02,1.76,8.81,15.91,0,24.7,23.1,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:54:37,1.51,0.93,0.05,1.77,8.8,16.04,0,24.5,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:45,1.55,0.8,0.04,1.74,8.79,15.8,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:54:45,1.51,0.88,0.05,1.74,8.95,15.25,0,23.9,22.9,24,ffbd,165,59,,,,,ffff,
1002,,10/18/2017 0:54:45,1.49,0.89,0.03,1.73,8.94,15.19,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:54:46,1.53,0.84,0.03,1.74,8.98,15.13,0,24.6,23.1,24,ffab,160,61,,,,,ffff,
1008,,10/18/2017 0:54:47,1.49,0.92,0.05,1.75,8.98,15.23,0,24.6,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:54:55,1.53,0.8,0.04,1.72,118.11,829.13,0,5683.2,5888,5913.6,ffff,a301,62,,,,,01ff,
1009,,10/18/2017 0:54:56,1.52,0.83,0.02,1.73,8.92,15.26,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:54:57,1.5,0.93,0.05,1.76,8.88,15.66,0,24.6,23.4,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:55:05,1.56,0.81,0.04,1.75,8.83,15.75,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:55:05,1.53,0.9,0.05,1.77,8.83,15.92,0,23.9,22.9,24,ffbd,165,59,,,,,ffff,
1009,,10/18/2017 0:55:06,1.55,0.84,0.02,1.76,8.85,15.77,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:55:07,1.51,0.94,0.05,1.77,8.81,15.99,0,24.7,23.5,24,ffad,161,58,,,,,ffff,
1024,,10/18/2017 0:55:15,0.12,0.09,0.03,0.14,11.33,0.76,0,22.9,22.2,23,ffa3,164,53,,,,,ffff,
1013,,10/18/2017 0:55:15,0.04,0.12,0.04,0.12,10.15,0.81,0,23.9,22.8,23,ffbd,165,18,,,,,ffff,
1002,,10/18/2017 0:55:15,0.05,0.11,0.06,0.12,4.87,3.55,0,24.9,0,0,ffb1,165,28,,,,,ffff,
1009,,10/18/2017 0:55:16,0.08,0.06,0.04,0.1,11.18,0.55,0,24.6,23.1,24,ffab,015f,53,,,,,ffff,
1008,,10/18/2017 0:55:17,0.04,0.06,0.02,0.07,13.41,0.27,0,24.6,23.5,24,ffad,161,34,,,,,ffff,
1024,,10/18/2017 0:55:25,0.02,0.03,0.02,0.03,16.55,0.07,0,22.9,22.2,23,ffa3,164,33,,,,,ffff,
1013,,10/18/2017 0:55:25,0.02,0.04,0.04,0.05,31.34,0.03,0,23.9,22.9,24,ffbd,164,45,,,,,ffff,
1002,,10/18/2017 0:55:25,0.01,0.03,0.02,0.03,20.04,0.04,0,24.9,0,0,ffb1,165,33,,,,,ffff,
1009,,10/18/2017 0:55:26,0.01,0.02,0.02,0.02,0,0,0,24.6,23.2,24,ffab,160,45,,,,,ffff,
1008,,10/18/2017 0:55:27,0.02,0.03,0.02,0.03,0,0,0,24.6,23.5,24,ffad,161,33,,,,,ffff,
1024,,10/18/2017 0:55:35,0.01,0.02,0.02,0.02,0,0,0,22.9,22.1,23,ffa3,163,45,,,,,ffff,
1013,,10/18/2017 0:55:35,0.02,0.03,0.04,0.05,0,0,0,23.9,22.9,23,ffbd,165,53,,,,,ffff,
1002,,10/18/2017 0:55:35,0.01,0.02,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,45,,,,,ffff,
1009,,10/18/2017 0:55:36,0.01,0.01,0.01,0.01,0,0,0,24.6,23.1,24,ffab,160,45,,,,,ffff,
1008,,10/18/2017 0:55:37,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:55:45,0.01,0.02,0.02,0.02,0,0,0,22.9,22.1,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:55:45,0.02,0.03,0.04,0.05,0,0,0,23.9,22.9,24,ffbd,166,53,,,,,ffff,
1002,,10/18/2017 0:55:45,0.01,0.02,0.02,0.02,0,0,0,24.9,0,0,ffb1,164,45,,,,,ffff,
1009,,10/18/2017 0:55:46,0.01,0.02,0.02,0.02,0,0,0,24.7,23.2,24,ffab,160,45,,,,,ffff,
1008,,10/18/2017 0:55:47,0.02,0.02,0.02,0.02,0,0,0,24.6,23.6,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:55:55,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:55:55,0.02,0.03,0.04,0.05,0,0,0,23.9,22.9,23,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:55:55,0.01,0.02,0.02,0.02,0,0,0,24.9,0,0,ffb1,164,45,,,,,ffff,
1009,,10/18/2017 0:55:56,0.01,0.02,0.01,0.02,0,0,0,24.7,23.2,24,ffab,160,26,,,,,ffff,
1008,,10/18/2017 0:55:57,0.02,0.02,0.02,0.02,0,0,0,24.5,23.4,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:56:05,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:05,0.02,0.03,0.04,0.05,0,0,0,23.9,22.9,24,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:56:05,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:56:06,0.01,0.02,0.02,0.02,0,0,0,24.7,23.1,24,ffab,015f,45,,,,,ffff,
1008,,10/18/2017 0:56:07,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:56:15,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:15,0.02,0.03,0.04,0.05,0,0,0,24,22.9,24,ffbd,165,53,,,,,ffff,
1002,,10/18/2017 0:56:15,0.01,0.01,0.02,0.02,0,0,0,25,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:56:16,0.01,0.01,0.02,0.02,0,0,0,24.7,23.2,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:56:17,0.02,0.02,0.02,0.02,0,0,0,24.5,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:56:25,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:25,0.02,0.03,0.04,0.05,0,0,0,24,22.9,24,ffbd,165,53,,,,,ffff,
1002,,10/18/2017 0:56:25,0.01,0.01,0.02,0.02,0,0,0,25,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:56:26,0.01,0.01,0.01,0.01,0,0,0,24.7,23.2,24,ffab,015f,45,,,,,ffff,
1008,,10/18/2017 0:56:27,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:56:35,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:35,0.02,0.03,0.03,0.04,0,0,0,24,22.9,23,ffbd,165,45,,,,,ffff,
1002,,10/18/2017 0:56:35,0.01,0.01,0.01,0.01,0,0,0,24.9,0,0,ffb1,165,45,,,,,ffff,
1009,,10/18/2017 0:56:36,0.01,0.01,0.02,0.02,0,0,0,24.7,23.1,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:56:37,0.02,0.02,0.02,0.02,0,0,0,24.5,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:56:45,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:45,0.02,0.03,0.04,0.05,0,0,0,24,22.9,24,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:56:45,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:56:46,0.01,0.01,0.01,0.01,0,0,0,24.7,23.2,24,ffab,015f,45,,,,,ffff,
1008,,10/18/2017 0:56:47,0.02,0.02,0.02,0.02,0,0,0,24.5,23.5,24,ffad,162,45,,,,,ffff,
1024,,10/18/2017 0:56:55,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:56:55,0.02,0.03,0.04,0.05,0,0,0,24,23,24,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:56:55,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,164,63,,,,,ffff,
1008,,10/18/2017 0:56:57,0.02,0.02,0.02,0.02,0,0,0,24.5,23.6,24,ffad,162,45,,,,,ffff,
1024,,10/18/2017 0:57:05,0.01,0.02,0.02,0.02,0,0,0,22.9,22.3,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:57:05,0.02,0.03,0.04,0.05,0,0,0,24,22.9,23,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:57:05,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:57:06,0.01,0.01,0.02,0.02,0,0,0,24.7,23.2,24,ffab,160,63,,,,,ffff,
1008,,10/18/2017 0:57:07,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:57:15,0.01,0.02,0.02,0.02,0,0,0,23,22.1,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:57:15,0.02,0.03,0.04,0.05,0,0,0,24,22.9,23,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:57:15,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:57:16,0.01,0.01,0.02,0.02,0,0,0,24.7,23.3,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:57:17,0.02,0.02,0.02,0.02,0,0,0,24.6,23.6,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:57:25,0.01,0.02,0.02,0.02,0,0,0,23,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:57:25,0.02,0.03,0.04,0.05,0,0,0,23.9,22.9,24,ffbd,165,53,,,,,ffff,
1002,,10/18/2017 0:57:25,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:57:26,0.01,0.01,0.02,0.02,0,0,0,24.7,23.2,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:57:27,0.02,0.02,0.02,0.02,0,0,0,24.5,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:57:35,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:57:35,0.02,0.03,0.04,0.05,0,0,0,24,22.9,23,ffbd,165,53,,,,,ffff,
1002,,10/18/2017 0:57:35,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,164,63,,,,,ffff,
1009,,10/18/2017 0:57:36,0.01,0.01,0.02,0.02,0,0,0,24.7,23.2,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:57:37,0.02,0.02,0.02,0.02,0,0,0,24.5,23.6,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:57:45,0.07,0.06,0.05,0.09,0,0,0,22.9,22.2,23,ffa3,164,49,,,,,ffff,
1013,,10/18/2017 0:57:45,0.07,0.05,0.06,0.08,0,0,0,24,22.9,24,ffbd,164,40,,,,,ffff,
1002,,10/18/2017 0:57:45,0.01,0.01,0.01,0.01,0,0,0,24.9,0,0,ffb1,165,45,,,,,ffff,
1009,,10/18/2017 0:57:46,0.01,0.01,0.02,0.02,0,0,0,24.8,23.2,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:57:47,0.02,0.02,0.02,0.02,0,0,0,24.6,23.4,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:57:55,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:57:55,0.02,0.03,0.04,0.05,0,0,0,24,22.9,23,ffbd,164,53,,,,,ffff,
1002,,10/18/2017 0:57:55,0.01,0.01,0.01,0.01,0,0,0,24.9,0,0,ffb1,164,45,,,,,ffff,
1009,,10/18/2017 0:57:56,0.01,0.01,0.02,0.02,0,0,0,24.7,23.2,24,ffab,015f,63,,,,,ffff,
1008,,10/18/2017 0:57:57,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:58:05,0.01,0.02,0.02,0.02,0,0,0,22.9,22.1,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:58:05,0.02,0.03,0.04,0.05,0,0,0,24,23,24,ffbd,166,53,,,,,ffff,
1002,,10/18/2017 0:58:05,0.01,0.01,0.02,0.02,0,0,0,24.9,0,0,ffb1,165,63,,,,,ffff,
1009,,10/18/2017 0:58:06,0.01,0.02,0.01,0.02,0,0,0,24.7,23.1,24,ffab,015f,26,,,,,ffff,
1008,,10/18/2017 0:58:07,0.02,0.02,0.02,0.02,0,0,0,24.6,23.5,24,ffad,162,45,,,,,ffff,
1024,,10/18/2017 0:58:15,0.01,0.02,0.02,0.02,0,0,0,22.9,22.2,23,ffa3,164,45,,,,,ffff,
1013,,10/18/2017 0:58:15,0.02,0.03,0.04,0.05,0,0,0,24,22.9,23,ffbd,163,53,,,,,ffff,
1002,,10/18/2017 0:58:15,0.01,0.01,0.01,0.01,0,0,0,24.9,0,0,ffb1,165,45,,,,,ffff,
1009,,10/18/2017 0:58:16,0.01,0.01,0.01,0.01,0,0,0,24.7,23.2,24,ffab,015f,45,,,,,ffff,
1008,,10/18/2017 0:58:18,0.02,0.02,0.02,0.02,0,0,0,24.5,23.5,24,ffad,161,45,,,,,ffff,
1024,,10/18/2017 0:58:25,1.55,0.81,0.04,1.74,0,0,0,22.9,22.3,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:58:25,1.54,0.93,0.05,1.79,0,0,0,24,23,24,ffbd,164,58,,,,,ffff,
1002,,10/18/2017 0:58:25,1.52,0.78,0.04,1.7,0,0,0,24.9,0,0,ffb1,165,62,,,,,ffff,
1009,,10/18/2017 0:58:26,1.56,0.83,0.03,1.76,0,0,0,24.7,23.2,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:58:27,1.52,0.98,0.05,1.8,0,0,0,24.5,23.4,24,ffad,161,57,,,,,ffff,
1024,,10/18/2017 0:58:35,1.55,0.8,0.05,1.74,8.98,15.13,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:58:35,1.52,0.88,0.05,1.75,8.94,15.36,0,24,23,24,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 0:58:35,1.5,0.79,0.05,1.69,8.95,14.81,0,24.9,0,0,ffb1,165,62,,,,,ffff,
1009,,10/18/2017 0:58:36,1.53,0.83,0.03,1.74,9,15.08,0,24.7,23.2,24,ffab,160,61,,,,,ffff,
1008,,10/18/2017 0:58:38,1.49,0.89,0.05,1.73,8.99,15.02,0,24.6,23.4,24,ffad,161,59,,,,,ffff,
1024,,10/18/2017 0:58:45,1.55,0.8,0.06,1.74,8.87,15.51,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:58:45,1.55,0.86,0.06,1.77,8.79,16.08,0,24,23,23,ffbd,165,60,,,,,ffff,
1002,,10/18/2017 0:58:45,1.52,0.84,0.05,1.73,8.82,15.6,0,24.9,0,0,ffb1,165,61,,,,,ffff,
1009,,10/18/2017 0:58:46,1.54,0.87,0.03,1.76,8.82,15.87,0,24.7,23.2,24,ffab,015f,60,,,,,ffff,
1008,,10/18/2017 0:58:48,1.51,0.86,0.05,1.73,8.83,15.57,0,24.6,23.5,24,ffad,161,60,,,,,ffff,
1024,,10/18/2017 0:58:55,1.55,0.8,0.04,1.74,8.77,15.87,0,22.9,22.3,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:58:55,1.51,0.82,0.05,1.71,8.96,14.95,0,24.1,22.9,24,ffbd,164,61,,,,,ffff,
1002,,10/18/2017 0:58:55,1.49,0.87,0.06,1.72,8.96,15.03,0,24.9,0,0,ffb1,165,59,,,,,ffff,
1009,,10/18/2017 0:58:56,1.52,0.87,0.04,1.75,9.01,15.12,0,24.7,23.3,24,ffab,015f,60,,,,,ffff,
1008,,10/18/2017 0:58:57,1.49,0.82,0.05,1.7,9,14.72,0,24.5,23.5,24,ffad,161,61,,,,,ffff,
1024,,10/18/2017 0:59:05,1.54,0.79,0.04,1.73,8.92,15.26,0,22.9,22.3,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:05,1.53,0.83,0.05,1.74,8.84,15.63,0,24.1,22.9,24,ffbd,164,61,,,,,ffff,
1002,,10/18/2017 0:59:05,1.52,0.93,0.04,1.78,8.8,16.12,0,24.9,0,0,ffb1,165,58,,,,,ffff,
1009,,10/18/2017 0:59:06,1.53,0.88,0.03,1.76,8.91,15.56,0,24.8,23.2,24,ffab,015f,60,,,,,ffff,
1008,,10/18/2017 0:59:08,1.5,0.82,0.05,1.7,8.85,15.23,0,24.6,23.5,24,ffad,161,61,,,,,ffff,
1024,,10/18/2017 0:59:15,1.55,0.8,0.05,1.74,8.99,15.1,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:15,1.51,0.82,0.05,1.71,8.97,14.91,0,23.9,22.9,23,ffbd,165,61,,,,,ffff,
1002,,10/18/2017 0:59:15,1.49,0.94,0.14,1.76,8.96,15.39,0,24.9,0,0,ffb1,165,57,,,,,ffff,
1009,,10/18/2017 0:59:16,1.52,0.87,0.03,1.75,9.03,15.06,0,24.7,23.3,24,ffab,015f,60,,,,,ffff,
1008,,10/18/2017 0:59:18,1.48,0.83,0.05,1.69,8.99,14.67,0,24.6,23.6,24,ffad,161,60,,,,,ffff,
1024,,10/18/2017 0:59:25,1.54,0.79,0.04,1.73,8.88,15.39,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:25,1.53,0.85,0.05,1.75,8.8,15.85,0,23.9,23,24,ffbd,163,60,,,,,ffff,
1002,,10/18/2017 0:59:25,1.52,0.97,0.04,1.8,8.81,16.28,0,24.9,0,0,ffb1,165,57,,,,,ffff,
1009,,10/18/2017 0:59:26,1.54,0.87,0.03,1.76,8.83,15.84,0,24.7,23.2,24,ffab,160,60,,,,,ffff,
1008,,10/18/2017 0:59:28,1.51,0.86,0.06,1.73,8.86,15.46,0,24.6,23.5,24,ffad,161,60,,,,,ffff,
1024,,10/18/2017 0:59:35,1.55,0.8,0.05,1.74,9.01,15.03,0,22.9,22.1,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:35,1.51,0.86,0.05,1.73,8.96,15.12,0,24,22.9,24,ffbd,164,60,,,,,ffff,
1009,,10/18/2017 0:59:36,1.52,0.85,0.03,1.74,9,15.08,0,24.7,23.2,24,ffab,160,60,,,,,ffff,
1008,,10/18/2017 0:59:38,1.49,0.85,0.06,1.71,8.97,14.91,0,24.6,23.5,24,ffad,161,60,,,,,ffff,
1024,,10/18/2017 0:59:45,1.55,0.8,0.05,1.74,8.89,15.44,0,22.9,22.3,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:45,1.54,0.89,0.05,1.77,8.84,15.9,0,24,22.9,23,ffbd,164,59,,,,,ffff,
1002,,10/18/2017 0:59:45,1.52,0.99,0.03,1.81,8.77,16.52,0,24.9,0,0,ffb1,165,56,,,,,ffff,
1009,,10/18/2017 0:59:46,1.55,0.84,0.03,1.76,8.87,15.7,0,24.7,23.3,24,ffab,015f,61,,,,,ffff,
1008,,10/18/2017 0:59:48,1.52,0.88,0.06,1.75,8.82,15.78,0,24.5,23.5,24,ffad,161,59,,,,,ffff,
1024,,10/18/2017 0:59:55,1.54,0.79,0.05,1.73,9,14.99,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 0:59:55,1.52,0.91,0.05,1.77,8.95,15.5,0,24,22.9,24,ffbd,164,59,,,,,ffff,
1009,,10/18/2017 0:59:56,1.53,0.81,0.03,1.73,8.98,15.05,0,24.7,23.2,24,ffab,015f,62,,,,,ffff,
1008,,10/18/2017 0:59:58,1.49,0.88,0.06,1.73,8.96,15.12,0,24.6,23.5,24,ffad,162,59,,,,,ffff,
1024,,10/18/2017 1:00:05,1.55,0.8,0.04,1.74,8.83,15.66,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 1:00:05,1.54,0.94,0.04,1.8,8.78,16.38,0,24,22.9,24,ffbd,164,58,,,,,ffff,
1002,,10/18/2017 1:00:05,1.52,0.94,0.03,1.78,8.82,16.05,0,24.9,0,0,ffb1,165,58,,,,,ffff,
1009,,10/18/2017 1:00:06,1.56,0.81,0.05,1.75,8.8,15.85,0,24.7,23.2,24,ffab,160,62,,,,,ffff,
1008,,10/18/2017 1:00:08,1.52,0.92,0.05,1.77,8.81,15.99,0,24.5,23.5,24,ffad,162,58,,,,,ffff,
1024,,10/18/2017 1:00:15,1.53,0.79,0.04,1.72,9,14.89,0,22.9,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 1:00:15,1.53,0.94,0.04,1.79,230.75,868.95,0,5862.4,6144,1075.2,ffff,bd01,58,,,,,01ff,
1009,,10/18/2017 1:00:16,1.53,0.78,0.05,1.71,8.99,14.85,0,24.7,23.3,24,ffab,160,62,,,,,ffff,
1008,,10/18/2017 1:00:18,1.49,0.93,0.05,1.75,8.95,15.33,0,24.6,23.5,24,ffad,162,58,,,,,ffff,
1024,,10/18/2017 1:00:25,1.55,0.8,0.04,1.74,8.87,15.51,0,22.8,22.2,23,ffa3,164,62,,,,,ffff,
1013,,10/18/2017 1:00:25,1.54,0.94,0.05,1.8,8.82,16.24,0,23.9,22.9,23,ffbd,164,58,,,,,ffff,
