1.55,0.81,0.05,1.74,8.86,15.56,23.1,22.5,23,62,t
1.5,0.89,0.04,1.74,8.99,15.1,24.1,23,24,59,s
1.51,0.83,0.02,1.72,8.99,14.93,24.8,23.3,24,61,o
1.5,0.95,0.04,1.77,8.81,15.99,24.8,23.7,24,57,h
1.49,0.89,0.03,1.73,9.02,14.92,25.2,0,0,59,d
1.52,0.8,0.04,1.71,9,14.81,23.1,22.5,23,62,t
1.52,0.9,0.03,1.76,8.84,15.8,24,23,24,59,s
1.54,0.85,0.02,1.75,8.84,15.71,24.8,23.4,24,61,o
1.47,0.93,0.04,1.73,8.96,15.12,24.8,23.7,24,57,h
1.5,0.89,0.03,1.74,8.89,15.44,25.2,0,0,59,d
1.54,0.81,0.04,1.74,8.84,15.63,23.1,22.5,23,62,t
1.51,0.89,0.03,1.75,9,15.16,24.1,23,24,59,s
1.51,0.83,0.02,1.72,8.99,14.93,24.8,23.3,24,61,o
1.5,0.95,0.04,1.77,8.81,15.99,24.8,23.7,24,57,h
1.5,0.89,0.03,1.74,9,15.08,25.2,0,0,59,d
1.52,0.8,0.04,1.71,9,14.81,23,22.5,23,62,t
1.52,0.9,0.03,1.76,8.87,15.7,24.1,23.1,24,59,s
1.54,0.84,0.02,1.75,8.87,15.61,24.8,23.4,24,61,o
1.47,0.93,0.04,1.73,8.97,15.09,24.8,23.7,24,57,h
1.49,0.89,0.03,1.73,8.88,15.39,25.1,0,0,59,d
1.54,0.81,0.04,1.74,8.87,15.51,23,22.4,23,62,t
1.51,0.89,0.03,1.75,9.01,15.12,24.1,23.1,24,59,s
1.52,0.84,0.02,1.73,9.02,14.92,24.8,23.4,24,61,o
1.5,0.95,0.04,1.77,8.84,15.9,24.8,23.8,24,57,h
1.5,0.89,0.03,1.74,8.99,15.1,25.2,0,0,59,d
1.52,0.8,0.04,1.71,9.01,14.78,23,22.5,23,62,t
1.51,0.9,0.03,1.75,8.87,15.61,24.1,23,24,59,s
1.53,0.84,0.02,1.74,8.86,15.56,24.8,23.5,24,61,o
1.47,0.93,0.04,1.73,8.98,15.05,24.9,23.8,24,57,h
1.54,0.81,0.05,1.74,8.86,15.56,23,22.5,23,62,t
1.51,0.9,0.03,1.75,9.02,15.09,24.1,23.1,24,59,s
1.52,0.84,0.02,1.73,9.03,14.89,24.8,23.3,24,61,o
1.5,0.95,0.04,1.77,8.85,15.85,24.9,23.8,24,57,h
1.51,0.9,0.03,1.75,8.81,15.83,25.2,0,0,59,d
1.54,0.81,0.04,1.74,9,15.08,23,22.4,23,62,t
1.51,0.9,0.03,1.75,8.91,15.47,24.1,23.1,24,59,s
1.53,0.84,0.02,1.74,8.91,15.37,24.8,23.4,24,61,o
1.49,0.94,0.04,1.76,9.01,15.22,24.8,23.8,24,57,h
1.48,0.89,0.03,1.72,8.96,15.03,25.2,0,0,58,d
1.53,0.8,0.04,1.72,8.92,15.16,23.1,22.5,23,62,t
1.53,0.91,0.03,1.78,8.82,16.05,24.1,23,24,59,s
1.54,0.85,0.02,1.75,8.83,15.75,24.8,23.3,24,61,o
1.48,0.94,0.04,1.75,8.9,15.5,24.8,23.8,24,57,h
1.51,0.9,0.03,1.75,8.84,15.71,25.2,0,0,59,d
1.56,0.82,0.05,1.76,8.84,15.8,23.1,22.5,23,62,t
1.51,0.89,0.03,1.75,8.98,15.23,24.1,23.1,24,59,s
1.52,0.84,0.02,1.73,8.96,15.12,24.8,23.4,24,61,o
1.51,0.95,0.04,1.78,8.83,16.02,24.8,23.8,24,57,h
1.52,0.9,0.03,1.76,8.81,15.91,25.2,0,0,59,d
1.54,0.8,0.05,1.73,8.85,15.5,23.1,22.5,23,62,t
1.52,0.9,0.03,1.76,8.87,15.7,24,23,24,59,s
1.53,0.84,0.02,1.74,8.87,15.51,24.8,23.4,24,61,o
1.49,0.94,0.05,1.76,8.84,15.8,24.8,23.7,24,57,h
1.49,0.89,0.03,1.73,8.97,15.09,25.2,0,0,59,d
1.53,0.8,0.05,1.72,8.94,15.1,23.1,22.5,23,62,t
1.54,0.91,0.03,1.78,8.82,16.05,24,23.1,24,59,s
1.55,0.85,0.02,1.76,8.81,15.91,24.8,23.3,24,61,o
1.5,0.89,0.03,1.74,8.91,15.37,25.2,0,0,59,d
1.55,0.81,0.05,1.74,8.83,15.66,23.1,22.4,23,62,t
1.52,0.9,0.03,1.76,8.96,15.39,24,23.1,24,59,s
1.53,0.84,0.02,1.74,8.81,15.73,24.8,23.3,24,61,o
1.5,0.95,0.04,1.77,8.85,15.85,24.8,23.7,24,57,h
